"obs","Edible/Poisonous","Cap-Shape","Cap-Surface","Cap-Color","Odor"
"3551","Edible","Flat","Fibrous","Brown","None"
"3552","Edible","Convex","Scaly","Gray","None"
"3553","Edible","Convex","Scaly","Brown","None"
"3554","Edible","Flat","Scaly","Brown","None"
"3555","Poisonous","Convex","Fibrous","Pink","Creosote"
"3556","Edible","Flat","Fibrous","Red","None"
"3557","Poisonous","Convex","Scaly","Yellow","Foul"
"3558","Poisonous","Convex","Smooth","Gray","Creosote"
"3559","Edible","Flat","Scaly","Brown","None"
"3560","Poisonous","Flat","Fibrous","Gray","Foul"
"3561","Poisonous","Convex","Fibrous","Gray","Creosote"
"3562","Edible","Flat","Scaly","Gray","None"
"3563","Edible","Flat","Scaly","Gray","None"
"3564","Edible","Flat","Scaly","Gray","None"
"3565","Edible","Convex","Scaly","Brown","None"
"3566","Poisonous","Convex","Fibrous","Yellow","Foul"
"3567","Edible","Flat","Fibrous","Gray","None"
"3568","Poisonous","Convex","Fibrous","Gray","Foul"
"3569","Edible","Flat","Scaly","Red","None"
"3570","Edible","Flat","Fibrous","Red","None"
"3571","Poisonous","Flat","Fibrous","Gray","Foul"
"3572","Edible","Flat","Fibrous","Red","None"
"3573","Poisonous","Convex","Fibrous","Yellow","Foul"
"3574","Edible","Flat","Fibrous","Red","None"
"3575","Edible","Flat","Fibrous","Gray","None"
"3576","Edible","Flat","Fibrous","Red","None"
"3577","Edible","Flat","Scaly","Red","None"
"3578","Edible","Flat","Scaly","Red","None"
"3579","Edible","Flat","Scaly","Brown","None"
"3580","Edible","Flat","Fibrous","Gray","None"
"3581","Edible","Flat","Fibrous","Red","None"
"3582","Poisonous","Convex","Fibrous","Gray","Foul"
"3583","Edible","Flat","Scaly","Brown","None"
"3584","Poisonous","Convex","Fibrous","Gray","Creosote"
"3585","Edible","Flat","Scaly","Brown","None"
"3586","Edible","Flat","Scaly","Gray","None"
"3587","Edible","Convex","Fibrous","Red","None"
"3588","Edible","Flat","Scaly","Red","None"
"3589","Edible","Flat","Fibrous","Gray","None"
"3590","Edible","Convex","Scaly","Gray","None"
"3591","Poisonous","Convex","Fibrous","Pink","Creosote"
"3592","Edible","Convex","Scaly","Brown","None"
"3593","Edible","Flat","Scaly","Brown","None"
"3594","Edible","Flat","Scaly","Gray","None"
"3595","Poisonous","Flat","Fibrous","Gray","Foul"
"3596","Edible","Flat","Scaly","Gray","None"
"3597","Edible","Flat","Scaly","Red","None"
"3598","Poisonous","Convex","Fibrous","Gray","Foul"
"3599","Edible","Flat","Scaly","Brown","None"
"3600","Poisonous","Convex","Fibrous","Gray","Foul"
"3601","Edible","Flat","Fibrous","Red","None"
"3602","Edible","Convex","Scaly","Brown","None"
"3603","Edible","Convex","Scaly","Gray","None"
"3604","Edible","Flat","Scaly","Red","None"
"3605","Poisonous","Convex","Scaly","Gray","Foul"
"3606","Poisonous","Convex","Smooth","Gray","Creosote"
"3607","Poisonous","Convex","Fibrous","Gray","Foul"
"3608","Poisonous","Convex","Fibrous","Gray","Foul"
"3609","Poisonous","Flat","Fibrous","Gray","Foul"
"3610","Edible","Flat","Fibrous","Gray","None"
"3611","Poisonous","Convex","Fibrous","Gray","Foul"
"3612","Edible","Flat","Scaly","Red","None"
"3613","Edible","Flat","Scaly","Brown","None"
"3614","Edible","Flat","Scaly","Brown","None"
"3615","Poisonous","Convex","Scaly","Yellow","Foul"
"3616","Edible","Flat","Scaly","Gray","None"
"3617","Poisonous","Convex","Fibrous","Pink","Creosote"
"3618","Edible","Flat","Fibrous","Red","None"
"3619","Edible","Flat","Scaly","Brown","None"
"3620","Edible","Convex","Scaly","Brown","None"
"3621","Edible","Flat","Fibrous","Red","None"
"3622","Poisonous","Convex","Fibrous","Gray","Foul"
"3623","Poisonous","Convex","Fibrous","Gray","Foul"
"3624","Edible","Flat","Fibrous","Gray","None"
"3625","Edible","Convex","Fibrous","Brown","None"
"3626","Poisonous","Convex","Fibrous","Gray","Foul"
"3627","Edible","Flat","Fibrous","Gray","None"
"3628","Poisonous","Convex","Fibrous","Pink","Creosote"
"3629","Edible","Flat","Scaly","Brown","None"
"3630","Edible","Flat","Scaly","Gray","None"
"3631","Poisonous","Convex","Fibrous","Gray","Foul"
"3632","Edible","Convex","Fibrous","Red","None"
"3633","Poisonous","Convex","Smooth","Gray","Creosote"
"3634","Poisonous","Convex","Fibrous","Gray","Foul"
"3635","Edible","Flat","Scaly","Brown","None"
"3636","Poisonous","Convex","Fibrous","Gray","Foul"
"3637","Edible","Flat","Scaly","Red","None"
"3638","Edible","Flat","Fibrous","Gray","None"
"3639","Edible","Flat","Fibrous","Gray","None"
"3640","Edible","Flat","Scaly","Brown","None"
"3641","Edible","Flat","Scaly","Red","None"
"3642","Edible","Flat","Scaly","Gray","None"
"3643","Edible","Flat","Scaly","Red","None"
"3644","Edible","Flat","Scaly","Brown","None"
"3645","Poisonous","Convex","Scaly","Yellow","Foul"
"3646","Edible","Flat","Fibrous","Gray","None"
"3647","Edible","Flat","Scaly","Brown","None"
"3648","Poisonous","Convex","Fibrous","Gray","Foul"
"3649","Poisonous","Convex","Fibrous","Gray","Foul"
"3650","Poisonous","Convex","Fibrous","Gray","Foul"
"3651","Edible","Flat","Scaly","Red","None"
"3652","Edible","Flat","Scaly","Brown","None"
"3653","Poisonous","Convex","Scaly","Gray","Foul"
"3654","Poisonous","Convex","Fibrous","Gray","Foul"
"3655","Poisonous","Flat","Scaly","Gray","Foul"
"3656","Edible","Flat","Scaly","Brown","None"
"3657","Poisonous","Convex","Fibrous","Gray","Creosote"
"3658","Edible","Flat","Fibrous","Red","None"
"3659","Poisonous","Flat","Fibrous","Yellow","Foul"
"3660","Edible","Flat","Scaly","Brown","None"
"3661","Edible","Convex","Scaly","Red","None"
"3662","Poisonous","Convex","Fibrous","Gray","Foul"
"3663","Edible","Convex","Scaly","Brown","None"
"3664","Poisonous","Convex","Smooth","White","Creosote"
"3665","Edible","Flat","Scaly","Gray","None"
"3666","Edible","Flat","Fibrous","Red","None"
"3667","Edible","Flat","Scaly","Gray","None"
"3668","Poisonous","Convex","Fibrous","Gray","Foul"
"3669","Edible","Flat","Scaly","Red","None"
"3670","Edible","Flat","Scaly","Red","None"
"3671","Poisonous","Convex","Smooth","Pink","Creosote"
"3672","Edible","Flat","Fibrous","Red","None"
"3673","Edible","Flat","Fibrous","Gray","None"
"3674","Edible","Flat","Fibrous","Gray","None"
"3675","Edible","Flat","Fibrous","Gray","None"
"3676","Poisonous","Convex","Fibrous","Gray","Foul"
"3677","Edible","Flat","Scaly","Brown","None"
"3678","Edible","Flat","Scaly","Gray","None"
"3679","Edible","Flat","Scaly","Brown","None"
"3680","Poisonous","Convex","Smooth","Pink","Creosote"
"3681","Edible","Flat","Scaly","Red","None"
"3682","Edible","Flat","Scaly","Gray","None"
"3683","Edible","Flat","Scaly","Red","None"
"3684","Poisonous","Convex","Smooth","White","Creosote"
"3685","Poisonous","Convex","Fibrous","Gray","Foul"
"3686","Edible","Flat","Scaly","Brown","None"
"3687","Poisonous","Convex","Fibrous","Gray","Foul"
"3688","Poisonous","Convex","Fibrous","White","Creosote"
"3689","Edible","Flat","Scaly","Brown","None"
"3690","Edible","Flat","Scaly","Gray","None"
"3691","Edible","Flat","Scaly","Gray","None"
"3692","Edible","Flat","Scaly","Gray","None"
"3693","Poisonous","Convex","Fibrous","White","Creosote"
"3694","Edible","Flat","Fibrous","Red","None"
"3695","Poisonous","Convex","Fibrous","Gray","Foul"
"3696","Edible","Flat","Scaly","Brown","None"
"3697","Edible","Flat","Scaly","Brown","None"
"3698","Poisonous","Convex","Smooth","Pink","Creosote"
"3699","Edible","Flat","Scaly","Gray","None"
"3700","Poisonous","Convex","Smooth","Pink","Creosote"
"3701","Edible","Convex","Scaly","Brown","None"
"3702","Poisonous","Convex","Scaly","Gray","Foul"
"3703","Edible","Flat","Scaly","Red","None"
"3704","Poisonous","Convex","Fibrous","Pink","Creosote"
"3705","Poisonous","Convex","Fibrous","Gray","Foul"
"3706","Edible","Flat","Fibrous","Red","None"
"3707","Edible","Flat","Fibrous","Red","None"
"3708","Poisonous","Convex","Fibrous","Gray","Creosote"
"3709","Poisonous","Convex","Fibrous","Gray","Foul"
"3710","Edible","Flat","Scaly","Gray","None"
"3711","Poisonous","Convex","Fibrous","Gray","Foul"
"3712","Edible","Flat","Fibrous","Red","None"
"3713","Edible","Flat","Scaly","Brown","None"
"3714","Poisonous","Flat","Scaly","Yellow","Foul"
"3715","Edible","Flat","Scaly","Red","None"
"3716","Edible","Flat","Scaly","Red","None"
"3717","Edible","Flat","Scaly","Brown","None"
"3718","Edible","Convex","Fibrous","Brown","None"
"3719","Poisonous","Flat","Scaly","Gray","Foul"
"3720","Edible","Flat","Scaly","Gray","None"
"3721","Edible","Flat","Fibrous","Red","None"
"3722","Edible","Flat","Scaly","Brown","None"
"3723","Edible","Convex","Scaly","Gray","None"
"3724","Edible","Convex","Scaly","Brown","None"
"3725","Poisonous","Convex","Fibrous","Gray","Foul"
"3726","Poisonous","Convex","Smooth","White","Creosote"
"3727","Poisonous","Flat","Fibrous","Yellow","Foul"
"3728","Edible","Flat","Scaly","Brown","None"
"3729","Edible","Flat","Scaly","Red","None"
"3730","Edible","Flat","Fibrous","Red","None"
"3731","Edible","Flat","Fibrous","Red","None"
"3732","Edible","Flat","Scaly","Red","None"
"3733","Edible","Flat","Scaly","Brown","None"
"3734","Edible","Flat","Scaly","Red","None"
"3735","Poisonous","Convex","Scaly","Gray","Foul"
"3736","Edible","Flat","Scaly","Red","None"
"3737","Edible","Flat","Scaly","Brown","None"
"3738","Poisonous","Convex","Fibrous","Gray","Foul"
"3739","Poisonous","Convex","Fibrous","White","Creosote"
"3740","Poisonous","Convex","Fibrous","Gray","Creosote"
"3741","Edible","Convex","Scaly","Brown","None"
"3742","Poisonous","Flat","Fibrous","Yellow","Foul"
"3743","Poisonous","Convex","Smooth","Gray","Creosote"
"3744","Edible","Flat","Scaly","Red","None"
"3745","Edible","Flat","Scaly","Red","None"
"3746","Edible","Flat","Fibrous","Red","None"
"3747","Poisonous","Convex","Fibrous","Yellow","Foul"
"3748","Edible","Flat","Scaly","Brown","None"
"3749","Edible","Flat","Fibrous","Red","None"
"3750","Edible","Flat","Scaly","Red","None"
"3751","Poisonous","Convex","Fibrous","Yellow","Foul"
"3752","Poisonous","Convex","Fibrous","Gray","Creosote"
"3753","Edible","Flat","Fibrous","Red","None"
"3754","Poisonous","Convex","Smooth","Gray","Creosote"
"3755","Poisonous","Convex","Fibrous","White","Creosote"
"3756","Poisonous","Convex","Fibrous","Gray","Foul"
"3757","Edible","Flat","Scaly","Gray","None"
"3758","Edible","Flat","Fibrous","Red","None"
"3759","Poisonous","Flat","Fibrous","Yellow","Foul"
"3760","Edible","Flat","Fibrous","Red","None"
"3761","Edible","Flat","Scaly","Red","None"
"3762","Edible","Flat","Fibrous","Gray","None"
"3763","Edible","Flat","Scaly","Red","None"
"3764","Edible","Flat","Fibrous","Gray","None"
"3765","Edible","Flat","Scaly","Brown","None"
"3766","Edible","Flat","Scaly","Red","None"
"3767","Edible","Flat","Scaly","Brown","None"
"3768","Edible","Flat","Fibrous","Red","None"
"3769","Edible","Flat","Scaly","Red","None"
"3770","Edible","Flat","Fibrous","Gray","None"
"3771","Edible","Convex","Fibrous","Gray","None"
"3772","Edible","Flat","Scaly","Brown","None"
"3773","Edible","Flat","Scaly","Brown","None"
"3774","Edible","Convex","Fibrous","Red","None"
"3775","Edible","Flat","Fibrous","Brown","None"
"3776","Poisonous","Convex","Fibrous","Gray","Foul"
"3777","Edible","Flat","Scaly","Red","None"
"3778","Edible","Convex","Scaly","Gray","None"
"3779","Edible","Flat","Scaly","Brown","None"
"3780","Edible","Flat","Scaly","Brown","None"
"3781","Edible","Flat","Scaly","Gray","None"
"3782","Poisonous","Convex","Fibrous","Gray","Foul"
"3783","Edible","Flat","Fibrous","Red","None"
"3784","Poisonous","Flat","Fibrous","Gray","Foul"
"3785","Edible","Flat","Scaly","Gray","None"
"3786","Edible","Flat","Scaly","Gray","None"
"3787","Edible","Flat","Fibrous","Gray","None"
"3788","Poisonous","Flat","Fibrous","Yellow","Foul"
"3789","Edible","Convex","Scaly","Brown","None"
"3790","Edible","Flat","Scaly","Gray","None"
"3791","Poisonous","Flat","Fibrous","Gray","Foul"
"3792","Edible","Flat","Scaly","Brown","None"
"3793","Poisonous","Convex","Fibrous","Gray","Creosote"
"3794","Edible","Flat","Scaly","Red","None"
"3795","Poisonous","Convex","Smooth","White","Creosote"
"3796","Edible","Flat","Scaly","Brown","None"
"3797","Poisonous","Convex","Smooth","White","Creosote"
"3798","Edible","Flat","Scaly","Red","None"
"3799","Edible","Flat","Fibrous","Gray","None"
"3800","Edible","Flat","Fibrous","Red","None"
"3801","Edible","Flat","Scaly","Red","None"
"3802","Poisonous","Convex","Smooth","Gray","Creosote"
"3803","Edible","Flat","Scaly","Red","None"
"3804","Edible","Flat","Scaly","Red","None"
"3805","Poisonous","Convex","Fibrous","Pink","Creosote"
"3806","Edible","Flat","Fibrous","Red","None"
"3807","Poisonous","Convex","Smooth","Pink","Creosote"
"3808","Edible","Flat","Fibrous","Red","None"
"3809","Poisonous","Flat","Fibrous","Gray","Foul"
"3810","Edible","Flat","Scaly","Gray","None"
"3811","Poisonous","Convex","Fibrous","Gray","Foul"
"3812","Edible","Flat","Scaly","Brown","None"
"3813","Edible","Flat","Scaly","Red","None"
"3814","Edible","Flat","Scaly","Brown","None"
"3815","Poisonous","Convex","Smooth","Pink","Creosote"
"3816","Poisonous","Convex","Scaly","Gray","Foul"
"3817","Edible","Flat","Fibrous","Red","None"
"3818","Edible","Flat","Fibrous","Gray","None"
"3819","Edible","Flat","Scaly","Gray","None"
"3820","Edible","Flat","Scaly","Red","None"
"3821","Edible","Flat","Scaly","Red","None"
"3822","Edible","Convex","Fibrous","Gray","None"
"3823","Poisonous","Convex","Fibrous","Gray","Foul"
"3824","Edible","Convex","Scaly","Brown","None"
"3825","Edible","Flat","Scaly","Red","None"
"3826","Edible","Flat","Fibrous","Red","None"
"3827","Poisonous","Convex","Fibrous","White","Creosote"
"3828","Edible","Flat","Scaly","Red","None"
"3829","Edible","Flat","Scaly","Gray","None"
"3830","Poisonous","Convex","Fibrous","Gray","Foul"
"3831","Edible","Flat","Scaly","Gray","None"
"3832","Poisonous","Convex","Smooth","White","Creosote"
"3833","Edible","Flat","Fibrous","Red","None"
"3834","Poisonous","Convex","Smooth","White","Creosote"
"3835","Poisonous","Convex","Fibrous","Gray","Foul"
"3836","Poisonous","Convex","Fibrous","Gray","Foul"
"3837","Edible","Flat","Scaly","Gray","None"
"3838","Edible","Flat","Scaly","Gray","None"
"3839","Edible","Flat","Scaly","Red","None"
"3840","Edible","Flat","Scaly","Red","None"
"3841","Poisonous","Convex","Fibrous","Gray","Foul"
"3842","Edible","Flat","Fibrous","Red","None"
"3843","Edible","Flat","Fibrous","Red","None"
"3844","Poisonous","Convex","Scaly","Gray","Foul"
"3845","Edible","Flat","Fibrous","Red","None"
"3846","Poisonous","Convex","Fibrous","Gray","Creosote"
"3847","Edible","Flat","Scaly","Gray","None"
"3848","Edible","Flat","Scaly","Red","None"
"3849","Edible","Flat","Scaly","Red","None"
"3850","Edible","Flat","Scaly","Gray","None"
"3851","Edible","Convex","Fibrous","Red","None"
"3852","Edible","Flat","Scaly","Gray","None"
"3853","Poisonous","Convex","Smooth","Pink","Creosote"
"3854","Edible","Flat","Scaly","Brown","None"
"3855","Poisonous","Convex","Fibrous","Gray","Foul"
"3856","Edible","Flat","Scaly","Red","None"
"3857","Edible","Flat","Scaly","Gray","None"
"3858","Edible","Flat","Fibrous","Red","None"
"3859","Poisonous","Convex","Smooth","White","Creosote"
"3860","Poisonous","Convex","Fibrous","White","Creosote"
"3861","Edible","Convex","Scaly","Brown","None"
"3862","Edible","Flat","Fibrous","Red","None"
"3863","Edible","Flat","Scaly","Red","None"
"3864","Edible","Convex","Scaly","Gray","None"
"3865","Poisonous","Convex","Fibrous","Gray","Foul"
"3866","Poisonous","Convex","Fibrous","White","Creosote"
"3867","Edible","Flat","Scaly","Brown","None"
"3868","Edible","Flat","Fibrous","Red","None"
"3869","Poisonous","Convex","Fibrous","White","Creosote"
"3870","Poisonous","Convex","Smooth","Gray","Creosote"
"3871","Edible","Convex","Scaly","Red","None"
"3872","Poisonous","Convex","Fibrous","Gray","Foul"
"3873","Poisonous","Convex","Fibrous","Gray","Creosote"
"3874","Poisonous","Convex","Fibrous","Gray","Foul"
"3875","Poisonous","Convex","Smooth","Gray","Creosote"
"3876","Edible","Convex","Fibrous","Gray","None"
"3877","Poisonous","Convex","Fibrous","Pink","Creosote"
"3878","Edible","Flat","Fibrous","Red","None"
"3879","Poisonous","Convex","Smooth","Pink","Creosote"
"3880","Poisonous","Convex","Fibrous","Gray","Creosote"
"3881","Edible","Flat","Scaly","Red","None"
"3882","Poisonous","Convex","Fibrous","Gray","Creosote"
"3883","Poisonous","Convex","Smooth","Gray","Creosote"
"3884","Edible","Flat","Scaly","Gray","None"
"3885","Edible","Flat","Scaly","Brown","None"
"3886","Poisonous","Convex","Fibrous","Gray","Creosote"
"3887","Edible","Flat","Fibrous","Red","None"
"3888","Poisonous","Convex","Smooth","White","Creosote"
"3889","Edible","Flat","Scaly","Brown","None"
"3890","Poisonous","Convex","Fibrous","Gray","Foul"
"3891","Poisonous","Flat","Scaly","Gray","Foul"
"3892","Edible","Flat","Scaly","Gray","None"
"3893","Poisonous","Convex","Fibrous","Gray","Foul"
"3894","Edible","Flat","Scaly","Gray","None"
"3895","Poisonous","Convex","Fibrous","Gray","Foul"
"3896","Poisonous","Flat","Fibrous","Gray","Foul"
"3897","Edible","Flat","Fibrous","Red","None"
"3898","Edible","Flat","Fibrous","Gray","None"
"3899","Poisonous","Convex","Fibrous","White","Creosote"
"3900","Edible","Flat","Fibrous","Gray","None"
"3901","Poisonous","Convex","Fibrous","Gray","Foul"
"3902","Poisonous","Convex","Scaly","Yellow","Foul"
"3903","Poisonous","Flat","Scaly","Gray","Foul"
"3904","Poisonous","Convex","Fibrous","Yellow","Foul"
"3905","Poisonous","Convex","Fibrous","White","Creosote"
"3906","Poisonous","Convex","Scaly","Yellow","Foul"
"3907","Poisonous","Convex","Scaly","Yellow","Foul"
"3908","Poisonous","Convex","Fibrous","Yellow","Foul"
"3909","Poisonous","Flat","Fibrous","Yellow","Foul"
"3910","Poisonous","Flat","Fibrous","Yellow","Foul"
"3911","Edible","Flat","Scaly","Gray","None"
"3912","Poisonous","Convex","Scaly","Gray","Foul"
"3913","Poisonous","Flat","Fibrous","Yellow","Foul"
"3914","Poisonous","Flat","Fibrous","Yellow","Foul"
"3915","Edible","Convex","Fibrous","Gray","None"
"3916","Edible","Flat","Scaly","Brown","None"
"3917","Edible","Flat","Scaly","Red","None"
"3918","Poisonous","Convex","Scaly","Yellow","Foul"
"3919","Poisonous","Flat","Scaly","Gray","Foul"
"3920","Poisonous","Flat","Scaly","Gray","Foul"
"3921","Edible","Flat","Scaly","Red","None"
"3922","Poisonous","Flat","Scaly","Gray","Foul"
"3923","Edible","Flat","Fibrous","Red","None"
"3924","Edible","Flat","Fibrous","Gray","None"
"3925","Edible","Flat","Fibrous","Gray","None"
"3926","Poisonous","Convex","Fibrous","Gray","Foul"
"3927","Poisonous","Convex","Scaly","Yellow","Foul"
"3928","Poisonous","Flat","Fibrous","Yellow","Foul"
"3929","Edible","Flat","Scaly","Red","None"
"3930","Poisonous","Convex","Fibrous","Yellow","Foul"
"3931","Poisonous","Flat","Scaly","Gray","Foul"
"3932","Poisonous","Flat","Fibrous","Yellow","Foul"
"3933","Poisonous","Flat","Scaly","Yellow","Foul"
"3934","Poisonous","Convex","Scaly","Gray","Foul"
"3935","Poisonous","Flat","Fibrous","Yellow","Foul"
"3936","Poisonous","Convex","Smooth","Pink","Creosote"
"3937","Poisonous","Convex","Scaly","Yellow","Foul"
"3938","Edible","Flat","Fibrous","Red","None"
"3939","Edible","Flat","Scaly","Red","None"
"3940","Poisonous","Convex","Fibrous","Pink","Creosote"
"3941","Poisonous","Convex","Fibrous","Yellow","Foul"
"3942","Poisonous","Flat","Scaly","Gray","Foul"
"3943","Edible","Convex","Scaly","Gray","None"
"3944","Edible","Flat","Fibrous","Red","None"
"3945","Poisonous","Flat","Scaly","Gray","Foul"
"3946","Edible","Flat","Scaly","Gray","None"
"3947","Poisonous","Convex","Fibrous","Yellow","Foul"
"3948","Poisonous","Flat","Scaly","Gray","Foul"
"3949","Edible","Flat","Fibrous","Red","None"
"3950","Poisonous","Convex","Scaly","Yellow","Foul"
"3951","Poisonous","Flat","Fibrous","Yellow","Foul"
"3952","Poisonous","Convex","Scaly","Yellow","Foul"
"3953","Poisonous","Flat","Fibrous","Gray","Foul"
"3954","Poisonous","Convex","Smooth","Pink","Creosote"
"3955","Poisonous","Convex","Fibrous","Gray","Creosote"
"3956","Poisonous","Convex","Scaly","Gray","Foul"
"3957","Poisonous","Convex","Scaly","Yellow","Foul"
"3958","Poisonous","Flat","Fibrous","Gray","Foul"
"3959","Edible","Flat","Scaly","Gray","None"
"3960","Poisonous","Convex","Smooth","Gray","Foul"
"3961","Poisonous","Convex","Scaly","Yellow","Foul"
"3962","Edible","Flat","Fibrous","Gray","None"
"3963","Poisonous","Flat","Fibrous","Yellow","Foul"
"3964","Poisonous","Convex","Scaly","Gray","Foul"
"3965","Poisonous","Flat","Fibrous","Yellow","Foul"
"3966","Poisonous","Convex","Scaly","Gray","Foul"
"3967","Poisonous","Flat","Scaly","Gray","Foul"
"3968","Poisonous","Flat","Scaly","Yellow","Foul"
"3969","Poisonous","Convex","Fibrous","Yellow","Foul"
"3970","Poisonous","Convex","Smooth","White","Creosote"
"3971","Poisonous","Convex","Scaly","Gray","Foul"
"3972","Poisonous","Convex","Fibrous","Gray","Foul"
"3973","Edible","Flat","Scaly","Brown","None"
"3974","Edible","Flat","Fibrous","Gray","None"
"3975","Poisonous","Convex","Fibrous","Yellow","Foul"
"3976","Poisonous","Convex","Smooth","Pink","Creosote"
"3977","Poisonous","Flat","Fibrous","Gray","Foul"
"3978","Poisonous","Convex","Fibrous","Gray","Foul"
"3979","Poisonous","Convex","Smooth","White","Creosote"
"3980","Edible","Flat","Fibrous","Red","None"
"3981","Poisonous","Flat","Scaly","Gray","Foul"
"3982","Poisonous","Convex","Fibrous","Pink","Creosote"
"3983","Poisonous","Flat","Smooth","White","Foul"
"3984","Poisonous","Convex","Scaly","Yellow","Foul"
"3985","Edible","Convex","Scaly","Buff","None"
"3986","Poisonous","Flat","Fibrous","Gray","Foul"
"3987","Poisonous","Convex","Fibrous","Gray","Foul"
"3988","Poisonous","Convex","Fibrous","Yellow","Foul"
"3989","Poisonous","Flat","Fibrous","Yellow","Foul"
"3990","Edible","Flat","Fibrous","Gray","None"
"3991","Poisonous","Convex","Fibrous","Yellow","Foul"
"3992","Poisonous","Convex","Scaly","Gray","Foul"
"3993","Poisonous","Flat","Fibrous","Gray","Foul"
"3994","Poisonous","Convex","Fibrous","Gray","Creosote"
"3995","Poisonous","Convex","Fibrous","Gray","Creosote"
"3996","Poisonous","Convex","Scaly","Gray","Foul"
"3997","Poisonous","Convex","Smooth","Gray","Foul"
"3998","Poisonous","Convex","Scaly","Gray","Foul"
"3999","Edible","Flat","Scaly","Gray","None"
"4000","Poisonous","Flat","Fibrous","Yellow","Foul"
"4001","Edible","Flat","Fibrous","Red","None"
"4002","Poisonous","Flat","Scaly","Gray","Foul"
"4003","Edible","Flat","Scaly","Brown","None"
"4004","Edible","Flat","Fibrous","Red","None"
"4005","Poisonous","Convex","Scaly","Gray","Foul"
"4006","Poisonous","Convex","Scaly","Gray","Foul"
"4007","Edible","Flat","Fibrous","Red","None"
"4008","Poisonous","Flat","Fibrous","Gray","Foul"
"4009","Edible","Flat","Fibrous","Gray","None"
"4010","Edible","Flat","Scaly","Red","None"
"4011","Edible","Flat","Scaly","Red","None"
"4012","Poisonous","Flat","Fibrous","Gray","Foul"
"4013","Edible","Convex","Fibrous","Red","None"
"4014","Poisonous","Flat","Scaly","Gray","Foul"
"4015","Poisonous","Convex","Scaly","Yellow","Foul"
"4016","Poisonous","Flat","Scaly","Yellow","Foul"
"4017","Poisonous","Convex","Fibrous","Yellow","Foul"
"4018","Poisonous","Convex","Scaly","Yellow","Foul"
"4019","Edible","Convex","Fibrous","Gray","None"
"4020","Edible","Convex","Scaly","Gray","None"
"4021","Poisonous","Flat","Scaly","Gray","Foul"
"4022","Poisonous","Flat","Fibrous","Yellow","Foul"
"4023","Poisonous","Convex","Scaly","Gray","Foul"
"4024","Poisonous","Convex","Scaly","Red","Fishy"
"4025","Poisonous","Convex","Scaly","Gray","Foul"
"4026","Poisonous","Convex","Scaly","Gray","Foul"
"4027","Poisonous","Convex","Smooth","Gray","Creosote"
"4028","Poisonous","Flat","Fibrous","Gray","Foul"
"4029","Poisonous","Flat","Smooth","Buff","Foul"
"4030","Poisonous","Convex","Scaly","Gray","Foul"
"4031","Poisonous","Convex","Scaly","Yellow","Foul"
"4032","Poisonous","Convex","Smooth","White","Creosote"
"4033","Poisonous","Convex","Scaly","Yellow","Foul"
"4034","Edible","Flat","Fibrous","Red","None"
"4035","Poisonous","Convex","Scaly","Gray","Foul"
"4036","Poisonous","Convex","Fibrous","Yellow","Foul"
"4037","Poisonous","Convex","Fibrous","Yellow","Foul"
"4038","Poisonous","Flat","Fibrous","Gray","Foul"
"4039","Poisonous","Convex","Fibrous","Yellow","Foul"
"4040","Edible","Flat","Fibrous","Gray","None"
"4041","Poisonous","Convex","Fibrous","Gray","Foul"
"4042","Edible","Flat","Scaly","Brown","None"
"4043","Poisonous","Flat","Scaly","Gray","Foul"
"4044","Poisonous","Flat","Fibrous","Gray","Foul"
"4045","Poisonous","Flat","Fibrous","Gray","Foul"
"4046","Poisonous","Convex","Smooth","White","Creosote"
"4047","Poisonous","Convex","Scaly","Gray","Foul"
"4048","Edible","Flat","Scaly","Brown","None"
"4049","Poisonous","Convex","Fibrous","White","Creosote"
"4050","Poisonous","Convex","Fibrous","Yellow","Foul"
"4051","Poisonous","Convex","Fibrous","Yellow","Foul"
"4052","Poisonous","Convex","Fibrous","Pink","Creosote"
"4053","Poisonous","Flat","Fibrous","Yellow","Foul"
"4054","Poisonous","Flat","Fibrous","Gray","Foul"
"4055","Edible","Flat","Scaly","Red","None"
"4056","Poisonous","Convex","Scaly","Yellow","Foul"
"4057","Poisonous","Flat","Fibrous","Yellow","Foul"
"4058","Poisonous","Convex","Fibrous","Gray","Creosote"
"4059","Poisonous","Convex","Smooth","Pink","Creosote"
"4060","Edible","Convex","Fibrous","Red","None"
"4061","Poisonous","Convex","Scaly","Yellow","Foul"
"4062","Edible","Flat","Fibrous","Brown","None"
"4063","Edible","Flat","Scaly","Red","None"
"4064","Poisonous","Flat","Scaly","Yellow","Foul"
"4065","Poisonous","Convex","Fibrous","Yellow","Foul"
"4066","Poisonous","Convex","Scaly","Gray","Foul"
"4067","Poisonous","Flat","Fibrous","Gray","Foul"
"4068","Poisonous","Flat","Fibrous","Yellow","Foul"
"4069","Edible","Flat","Scaly","Gray","None"
"4070","Poisonous","Convex","Scaly","Gray","Foul"
"4071","Poisonous","Convex","Scaly","Yellow","Foul"
"4072","Poisonous","Flat","Fibrous","Gray","Foul"
"4073","Poisonous","Flat","Fibrous","Yellow","Foul"
"4074","Edible","Flat","Fibrous","Red","None"
"4075","Edible","Flat","Scaly","Brown","None"
"4076","Poisonous","Convex","Fibrous","Yellow","Foul"
"4077","Edible","Flat","Scaly","Purple","None"
"4078","Edible","Flat","Scaly","Brown","None"
